id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,politics,sentiment_snow
4501340000000000.0,J0yVYDKdB,【#我国将于2022年前后发射4艘载人飞船# 航天员乘组已选定】我国计划2022年前后建成空间站，其间将发射4艘神舟载人飞船。目前，执行飞行任务的航天员乘组已经选定，正在开展任务训练。　　在5日晚召开的长征五号B运载火箭首次飞行任务新闻发布会上，中国载人航天工程办公室主任助理季启明透露了上述消息。　　当晚，长征五号B首次飞行任务取得圆满成功，拉开了我国空间站在轨建造阶段飞行任务的序幕，为后续空间站核心舱、实验舱发射奠定了坚实基础。　　按计划，我国空间站将于2022年前后完成建造，一共规划12次飞行任务。季启明介绍说，此次任务后，将先后发射天和核心舱、问天实验舱和梦天实验舱，进行空间站基本构型的在轨组装建造；其间，规划发射4艘神舟载人飞船和4艘天舟货运飞船，进行航天员乘组轮换和货物补给。　　目前，我国空间站核心舱已完成正样产品总装，问天实验舱和梦天实验舱正在开展初样研制，空间科学应用载荷已陆续转入正样研制。季启明说：“执行空间站建造阶段4次飞行任务的航天员乘组已经选定，正在开展任务训练。”　　季启明介绍，我国第三批预备航天员选拔工作也将于今年年中完成。　　长征五号B运载火箭是在长征五号运载火箭基础上改进研制的，主要用于我国空间站舱段发射等重大航天任务，近地轨道运载能力大于22吨，是目前我国近地轨道运载能力最大的火箭。（李国利、邓孟）,,https://wx1.sinaimg.cn/large/654b47daly1gehx7bnj5bj20fm0fm77w.jpg,,,2020/5/5,微博 weibo.com,593.0,257.0,222.0,我国将于2022年前后发射4艘载人飞船,,False,0.7707531694668823
4501340000000000.0,J0yVMuTlV,【#我国新一代载人飞船试验船将于8日返回#】中国载人航天工程办公室主任助理季启明5日表示，被长征五号B送入太空的我国新一代载人飞船试验船将于8日返回。　　5日晚，长征五号B运载火箭首次飞行任务取得圆满成功。在随后召开的长征五号B运载火箭首次飞行任务新闻发布会上，季启明表示，为充分发挥首飞任务的综合效益，火箭搭载了新一代载人飞船试验船、柔性充气式货物返回舱试验舱，以及10余项实验载荷。　　“按照飞行程序，试验舱和试验船完成在轨试验后，计划分别于5月6日和8日返回东风着陆场。”季启明说。　　据了解，新一代载人飞船试验船，是面向我国空间站运营及未来载人探月需求而研发的新一代天地往返运输器，本次任务将对飞船高速再入返回的防热、控制、群伞回收及部分重复使用等关键技术进行验证。（李国利、肖建军）,,https://wx3.sinaimg.cn/large/654b47daly1gehx6u8p7zj20fm0fm77w.jpg,,,2020/5/5,微博 weibo.com,218.0,103.0,139.0,我国新一代载人飞船试验船将于8日返回,,False,0.9496561693661335
4501340000000000.0,J0yOv1QgI,#严防疫情反弹# 【#湖北新冠核酸和抗体检测项目临时纳入医保支付#】湖北省医疗保障局下发通知，5月6日起，将新型冠状病毒核酸检测、抗体检测项目临时纳入医保目录，按乙类支付。　　为确保新冠肺炎患者得到及时救治，疫情之初，湖北明确将确诊和疑似患者在医疗机构治疗期间的核酸检测、抗体检测费用纳入医保支付范围。此后，又启动新冠病毒相关检测试剂集中采购，制定全省核酸检测、抗体检测最高限价。　　据湖北省医疗保障局有关负责人介绍，新增医疗服务项目纳入医保目录，须根据“临床诊疗必需、安全有效、费用适宜”原则，经过申请、初核、专家评审、公示、批准等一系列流程。此次按照“特事特办”原则，将相关检测项目临时纳入医保目录。　　湖北省医疗保障局明确，核酸、抗体检测项目医保支付具体标准，由各地根据本地实际自行确定，但不得高于此前全省核酸检测180元/次、抗体检测50元/项的最高限价。（记者黎昌政、梁建强）,,https://wx4.sinaimg.cn/large/654b47daly1gehwo5xgr3j21900u0u0z.jpg,,,2020/5/5,微博 weibo.com,1499.0,117.0,159.0,"严防疫情反弹,湖北新冠核酸和抗体检测项目临时纳入医保支付",,False,0.08574028983113346
4501330000000000.0,J0yFxvrCZ,【新华社评论员：让青春在强国伟业中燃烧】春暖花开，青春正好。经历抗击新冠肺炎疫情的风雨洗礼，我们迎来五四青年节。面对疫情大考，广大青年不畏艰险、冲锋在前、真情奉献，交出一张合格的答卷。虽然年轻的面庞被口罩遮挡，但他们用奋斗与奉献，完成了一次令人感奋的集体亮相，以行动证明：“新时代的中国青年是好样的，是堪当大任的！”新华视点的秒拍视频,,,"http://miaopai.video.weibocdn.com/y9dGTKIUlx07D2liupjO01041200kw8A0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1588735821&ssig=irEp0ld1T%2B&KID=unistore,video",,2020/5/5,微博 weibo.com,481.0,255.0,150.0,,,False,9.0
4501330000000000.0,J0yteiMFy,【新华时评 | #美式甩锅真面目# 恶意甩锅治不了美国疫情“三高”】近120万人确诊，约7万人死亡，失业率飙升至每5个工人中就有一人失业，美国新冠肺炎疫情呈现出明显的“三高”症状。面对这种紧急状态，美国一些政客不是尽职尽责寻求控制疫情、救治患者，而是大放厥词煽动舆论企图转移公众注意力，令人费解。　　最近几周，包括国务卿蓬佩奥在内的一些美国政客不顾国内“全球最重”的疫情，反倒把心思都用在“甩锅”中国上，继炒作“病毒源头论”“中国隐瞒论”后，又煽动民众和盟友向中国“追责”“索赔”。无论从法理上还是情理上讲，这都是美国政客为谋取私利、转嫁国内矛盾而进行的政治讹诈。　　根据国际法上的主权平等原则，一国在疫情防控方面所采取的主权行为不受他国法院管辖。这些美国政客深知自己的无理要求不受法律支持，便提出“扣押中国海外资产”乃至“赖掉中国持有美债”的无赖想法，企图通过偷换概念达到不可告人的目的，不断刷新无耻的底线。　　蓬佩奥等人并非科学家，谈起病毒溯源问题却绘声绘色。他们宣称新冠病毒来自武汉实验室的“大量证据”，竟然是诸如“武汉有两所病毒实验所”“中国有传染世界的历史”。这种有罪推定，是完全按照媒体披露的共和党“反华剧本”进行拙劣表演，即不需要事实依据，不需要科学求证，只为把矛盾引向中国。　　不过，这些罔顾基本事实的造势已经遭到各方“打脸”。就连美国国家情报局都发表声明称，情报界认同科学界的广泛共识，即新冠病毒不是人造的，也未经过基因改造。　　依照国际法，疫情等突发国际公共卫生事件在法律上属“不可抗力”。美国一些政客不停上演的荒诞剧，对控制疫情、减少死亡毫无帮助。　　事实面前，蓬佩奥等政客如果还不“言归正传”，把精力用在防控国内疫情上，就只能被世人看作不可理喻了。,,https://wx4.sinaimg.cn/large/654b47daly1gehv51y13lj20fm0fm1ky.jpg,,,2020/5/5,微博 weibo.com,566.0,346.0,208.0,美式甩锅真面目,,True,0.4630602757266503
4501320000000000.0,J0ymVhKFS,#点赞抗疫人物#【执子之手，与子偕老 | 他们是夫妻，也是战友】何小周、李樊，中国疾控中心病毒病预防控制所的一对“80后”夫妻。新冠肺炎疫情发生以来，他们始终坚守在核酸检测一线，北京、武汉、绥芬河、哈尔滨……哪里有疫情，哪里就是他们前进的方向，两人总是因为工作需要分隔两地，聚少离多。4月下旬，共同支援黑龙江疫情防控的夫妻俩，终于迎来团聚。他们给彼此穿防护服、一起庆祝生日、暖心合影……祈愿疫情快点结束，像小周这样的抗疫“夫妻档”早日安心享受甜蜜（记者：杨思琪）,,"https://wx1.sinaimg.cn/large/654b47daly1gehupaajoyj20u014147u.jpg,https://wx2.sinaimg.cn/large/654b47daly1gehupa9pccj20z70qfafd.jpg,https://wx1.sinaimg.cn/large/654b47daly1gehupaepaaj20z60qegs3.jpg,https://wx1.sinaimg.cn/large/654b47daly1gehupabzltj20yp0q1n5i.jpg,https://wx3.sinaimg.cn/large/654b47daly1gehupad8lej20u0140tis.jpg,https://wx2.sinaimg.cn/large/654b47daly1gehupa9w3nj20lc0sgn2j.jpg",,,2020/5/5,微博 weibo.com,749.0,331.0,150.0,点赞抗疫人物,,False,0.9342096610438715
4501320000000000.0,J0yeacRgy,【#广东虎门大桥发生异常抖动已全封闭#】记者从广东省公安厅交管局了解到，5日下午虎门大桥发生异常抖动。目前，虎门大桥已实施双向交通管制措施。广东省交通集团通报，已组织养护技术人员对桥体进行检查并组织专家研判。据初步了解，桥梁主体结构未受损，具体原因正在调查。（记者田建川、毛鑫）  新华视点的微博视频,,,"http://f.video.weibocdn.com/MpZ52MpGlx07D2gBxUkg010412001ssh0E010.mp4?label=mp4_hd&template=640x368.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1588735838&ssig=LKeEHnvg2v&KID=unistore,video",,2020/5/5,微博视频,706.0,405.0,169.0,广东虎门大桥发生异常抖动已全封闭,,False,0.20063301435555503
4501310000000000.0,J0yax5DAu,【正在直播：#长征五号B运载火箭首次飞行任务新闻发布会#】长征五号B运载火箭首飞任务取得圆满成功，实现空间站阶段飞行任务首战告捷，拉开我国载人航天工程“第三步”任务序幕。长征五号B运载火箭首次飞行任务新闻发布会将对本次任务目标、意义及任务实施情况做介绍。 新华视点的微博视频 . ,,,"http://f.video.weibocdn.com/sXhSQnQ6lx07D2i9sJ1C01041205Shdx0E030.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&Expires=1588735858&ssig=iGmF5C8C1R&KID=unistore,video",,2020/5/5,微博网页版,607.0,223.0,131.0,长征五号B运载火箭首次飞行任务新闻发布会,,False,0.5261618928166766
4501310000000000.0,J0y3jF487,#国际疫情动态#【#美研究机构预测美国新冠死亡病例8月初超13万#】美国华盛顿大学卫生统计评估研究所4日更新的新冠疫情模型预测结果显示，美国累计死亡病例到8月初可能超过13万例。　　最新预测结果显示，截至8月4日美国累计死亡病例可能达134475例，变化区间为约9.5万至约24.2万。与该机构此前在4月29日发布的预测结果相比，最新预测的死亡数字上升了约6万例。　　该研究所在一份声明中说，最新预测结果考虑了多方面因素的影响，如美国一些州陆续放松社交管控措施、人员流动、检测量的上升、对确诊病例密切接触者的追踪等。声明说，检测和追踪等方面的努力有助于减缓病毒传播，但不能抵消人员流动性增加的影响，因此最新预测的死亡病例有大幅增加。       研究所所长克里斯托弗·默里说，预计美国多个州的疫情都将持续至夏天。他说，现阶段研究认为气温对新冠病毒传播的影响较小，但随着夏季气温上升可能会有更多信息，如果有这方面的新发现，将对预测模型做出相应调整。（记者谭晶晶）,,https://wx3.sinaimg.cn/large/654b47daly1gehtb7xastj219g0u0qva.jpg,,,2020/5/5,微博 weibo.com,41.0,18.0,19.0,"国际疫情动态,美研究机构预测美国新冠死亡病例8月初超13万",,False,0.9998297037626693
4501310000000000.0,J0y2nabhI,【应急管理部：#五一假期全国安全形势总体平稳#】记者5日从应急管理部获悉，截至当日18时，“五一”假期全国安全形势总体平稳，未发生重大生产安全事故和自然灾害。与近5年同期均值相比，因灾死亡失踪人数和直接经济损失分别减少83%和69%。（记者刘夏村） ,,https://wx2.sinaimg.cn/large/654b47daly1geht8sok0pj21520u0x6v.jpg,,,2020/5/5,微博 weibo.com,296.0,251.0,113.0,五一假期全国安全形势总体平稳,,False,0.9918495877292566
4501300000000000.0,J0xVg1DUX,【长征五号B：“胖五”家族新成员，戳图↓了解一下】作为目前我国近地轨道运载能力最大的火箭，长征五号B运载火箭今晚闪亮登场。身为“胖五”家族的新成员，它有哪些“才艺”？快来看火箭设计师们怎么说。(记者：胡喆 来源：中国运载火箭技术研究院) ,,https://wx1.sinaimg.cn/large/654b47daly1gehsqieb4rj20axcmy1l2.jpg,,,2020/5/5,微博 weibo.com,15876.0,708.0,1653.0,,,False,9.0
4501300000000000.0,J0xQJgDm4,【“五一”小长假顺利收官，#国内旅游收入达475.6亿元#】记者5日从文化和旅游部获悉，5月5日，全国接待国内游客1023.1万人次，实现收入43.3亿元。5月1日至5日，全国共计接待国内游客1.15亿人次，实现国内旅游收入475.6亿元。（记者余俊杰） ,,https://wx2.sinaimg.cn/large/654b47daly1gehs6jksvvj219x0u0u12.jpg,,,2020/5/5,微博 weibo.com,79.0,15.0,18.0,国内旅游收入达475.6亿元,,False,0.9320889144681631
4501300000000000.0,J0xLir48x,【中共中央　国务院　中央军委对长征五号B运载火箭首次飞行任务圆满成功的贺电】新华社北京5月5日电中共中央　国务院　中央军委对长征五号B运载火箭首次飞行任务圆满成功的贺电       载人航天工程空间站阶段飞行任务总指挥部并参加长征五号B运载火箭首次飞行任务的各参研参试单位和全体同志：　　长征五号B运载火箭首次飞行任务展开以来，各参研参试单位和全体同志团结拼搏、同舟共济，成功克服新冠肺炎疫情影响等重重困难，夺取了首次飞行任务圆满成功的重大胜利，中共中央、国务院、中央军委向你们表示热烈祝贺和亲切慰问！　　长征五号B运载火箭首次飞行任务的圆满成功，标志着空间站阶段飞行任务首战告捷，为全面实现我国载人航天工程第三步发展战略奠定了坚实基础。这是工程全线在习近平新时代中国特色社会主义思想指引下，坚定不移走中国特色自主创新道路，努力建设航天强国和世界科技强国取得的最新成就，必将激励全党全军全国各族人民进一步增强“四个意识”、坚定“四个自信”、做到“两个维护”，努力为实现中国梦和强军梦而不懈奋斗，不断开创新时代中国特色社会主义事业新局面。你们为党和国家事业发展作出了卓越贡献，祖国和人民感谢你们！　　探索浩瀚太空永无止境，攀登科技高峰任重道远。载人航天工程后续任务艰巨繁重，面临的困难和考验严峻复杂。希望你们更加紧密地团结在以习近平同志为核心的党中央周围，以习近平新时代中国特色社会主义思想为指导，全面贯彻党的十九大和十九届二中、三中、四中全会精神，大力弘扬“两弹一星”精神和载人航天精神，在航天报国和科技强国的伟大实践中，不忘初心、牢记使命，奋发有为、再立新功，为实现“两个一百年”奋斗目标、实现中华民族伟大复兴的中国梦作出新的更大贡献！　　　　　　　　　　　　　　　　中共中央　　　　　　　　　　　　　　　　国务院　　　　　　　　　　　　　　　　中央军委　　　　　　　　　　　　　　　　2020年5月5日,,https://wx1.sinaimg.cn/large/654b47daly1gehrym0fjjj20fm0fmx6p.jpg,,,2020/5/5,微博 weibo.com,555.0,274.0,191.0,,,False,9.0
4501290000000000.0,J0xvEg5ZY,【长征五号B运载火箭首飞成功  我国载人航天工程“第三步”任务开启】新华社海南文昌5月5日电（李国利、肖建军）为我国载人空间站工程研制的长征五号B运载火箭5日在海南文昌首飞成功，正式拉开我国载人航天工程“第三步”任务的序幕。　　椰风拂碧海，神箭冲九霄。5日18时0分，长征五号B搭载新一代载人飞船试验船和柔性充气式货物返回舱试验舱，从文昌航天发射场点火升空。约488秒后，载荷组合体与火箭成功分离进入预定轨道，我国空间站阶段的首次飞行任务告捷。　　长征五号B以长征五号运载火箭为基础改进研制而成，主要承担着我国空间站舱段等重大航天发射任务。长征五号B全长约53.7米，芯一级直径5米，捆绑4个直径3.35米助推器，整流罩长20.5米、直径5.2米，采用无毒无污染的液氧、液氢和煤油作为推进剂，起飞质量约849吨，近地轨道运载能力大于22吨，是目前我国近地轨道运载能力最大的火箭。　　建设具有国际先进水平的空间站，解决有较大规模的、长期有人照料的空间应用问题，是我国载人航天工程“三步走”发展战略中第三步的任务目标。据介绍，长征五号B首飞成功，验证了火箭总体方案、各分系统方案的正确性、协调性，突破了大尺寸整流罩分离技术、大直径舱箭连接分离技术、大推力直接入轨偏差精确控制技术等一批新技术，为我国空间站在轨建造任务奠定了重要基础。　　这次任务正值新冠肺炎疫情肆虐蔓延之际，工程全线坚决贯彻党中央关于统筹推进疫情防控和经济社会发展的决策部署，采取封闭式管理、远程化会诊、全系统协同等方式，精简人员规模、优化测试流程、严格疫情防控。面对长征七号甲和长征三号乙运载火箭发射失利带来的严峻考验，工程全线深入开展质量整顿，高质量完成故障剥离和举一反三工作。针对此次任务准备期间发生的质量问题，严格按“双五条”归零标准，既抓技术问题归零又抓思想问题归零，既走专家路线又走群众路线，既重技术改进提高又重管理责任强化，确保了任务进度与质量的有机统一。　　1992年，党中央作出实施载人航天工程“三步走”发展战略。经过20多年独立自主发展和接续奋斗，已先后组织实施16次重大飞行任务，实现11名航天员共14人次太空飞行和安全返回，圆满完成第一步、第二步全部既定任务。　　这次发射的运载火箭及搭载的试验船和试验舱，分别由中国航天科技集团有限公司所属的中国运载火箭技术研究院和中国空间技术研究院、中国航天科工集团有限公司所属的第二研究院抓总研制。       这是长征系列运载火箭的第331次飞行。,,https://wx4.sinaimg.cn/large/654b47daly1gehrtkisw4j21900u0qv8.jpg,,,2020/5/5,新华全媒平台,1534.0,172.0,837.0,,,False,9.0
4501280000000000.0,J0xquC5dY,【#五一假期上海旅游接待707万人次#】上海市文化和旅游局5日发布数据显示，“五一”期间上海市旅游接待总人数707万人次，拉动消费95亿元人民币。“五一”期间，沪上86家A级景区全面实施预约制度，332家乡村民宿平均出租率为81%，线上线下文旅活动精彩纷呈，旅游消费持续升温。（记者陈爱平） ,,https://wx3.sinaimg.cn/large/654b47daly1gehqjod4mjj218n0u04qq.jpg,,,2020/5/5,微博 weibo.com,36.0,4.0,3.0,五一假期上海旅游接待707万人次,,False,0.4377351249698441
4501280000000000.0,J0xkMwQGT,#新型冠状病毒感染肺炎#【北京协和医院援鄂医疗队：制定约40项规章制度 确保治疗方案体现团队水平】1月26日至4月15日，北京协和医院先后派出186位医务人员驰援武汉，收治重症病人。北京协和医院副院长韩丁5月5日在#国务院联防联控机制#新闻发布会上说，前线医疗队迅速建立了规章制度、定规矩。据统计，两个多月以来，制定的规章制度包括工作流程、诊疗常规、病历书写、三级查房等约40项，形成了一整套科学规范的规章制度体系，进行闭环管理，给前方队员提供了有序规范的工作遵循。（记者王秉阳）,,https://wx4.sinaimg.cn/large/654b47daly1gehq4ejx67j20fm0fmx6p.jpg,,,2020/5/5,微博 weibo.com,361.0,266.0,112.0,"新型冠状病毒感染肺炎,国务院联防联控机制",,False,0.6474730513343041
